Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº de Concluintes Participantes;Nº de Concluintes Participantes com nota no Enem;Proporção de Concluintes participantes com nota no Enem;Nota Bruta - IDD;IDD (Contínuo);IDD (Faixa);Observação
2017;5806;ENGENHARIA ELÉTRICA;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pública Federal;101951;Educação Presencial;4106407;Cornélio Procópio;PR;95;91;84;0,9231;-0,1287;2,4475;3;
2017;5806;ENGENHARIA ELÉTRICA;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pública Federal;109602;Educação Presencial;4118501;Pato Branco;PR;76;73;62;0,8493;0,7222;2,8136;3;
2017;5806;ENGENHARIA ELÉTRICA;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pública Federal;1102354;Educação Presencial;4127700;Toledo;PR;21;18;16;0,8889;2,8219;3,7172;4;
2017;5806;ENGENHARIA ELÉTRICA;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pública Federal;1102610;Educação Presencial;4119905;Ponta Grossa;PR;53;50;41;0,8200;-0,2313;2,4034;3;
2017;5806;ENGENHARIA ELÉTRICA;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pública Federal;1103297;Educação Presencial;4104303;Campo Mourão;PR;50;48;48;1,0000;0,7214;2,8133;3;
2017;5806;ENGENHARIA ELÉTRICA;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pública Federal;1153186;Educação Presencial;4115804;Medianeira;PR;26;26;26;1,0000;1,9520;3,3429;4;
2017;5806;ENGENHARIA ELÉTRICA;589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;Universidade;Pública Federal;104202;Educação Presencial;2408003;Mossoró;RN;5;2;2;1,0000;5,7543;4,9790;5;
2017;5806;ENGENHARIA ELÉTRICA;589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;Universidade;Pública Federal;1276125;Educação Presencial;2402303;Caraúbas;RN;13;12;7;0,5833;2,2333;3,4639;4;
2017;5806;ENGENHARIA ELÉTRICA;589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;Universidade;Pública Federal;1383492;Educação Presencial;2408003;Mossoró;RN;28;25;14;0,5600;1,4379;3,1216;4;
2017;5806;ENGENHARIA ELÉTRICA;593;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;Centro Federal de Educação Tecnológica;Pública Federal;29496;Educação Presencial;3304557;Rio de Janeiro;RJ;34;32;19;0,5938;-1,7064;1,7686;2;
2017;5806;ENGENHARIA ELÉTRICA;593;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;Centro Federal de Educação Tecnológica;Pública Federal;33021;Educação Presencial;3304557;Rio de Janeiro;RJ;35;31;17;0,5484;-1,6237;1,8042;2;
2017;5806;ENGENHARIA ELÉTRICA;593;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;Centro Federal de Educação Tecnológica;Pública Federal;35568;Educação Presencial;3304557;Rio de Janeiro;RJ;30;30;22;0,7333;-1,5494;1,8362;2;
2017;5806;ENGENHARIA ELÉTRICA;594;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;CEFET/MG;Centro Federal de Educação Tecnológica;Pública Federal;14596;Educação Presencial;3106200;Belo Horizonte;MG;94;87;77;0,8851;-1,1999;1,9865;3;
2017;5806;ENGENHARIA ELÉTRICA;597;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;UFTM;Universidade;Pública Federal;1105969;Educação Presencial;3170107;Uberaba;MG;32;31;30;0,9677;0,9495;2,9115;3;
2017;5806;ENGENHARIA ELÉTRICA;598;UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI;UNIFEI;Universidade;Pública Federal;18874;Educação Presencial;3132404;Itajubá;MG;105;99;94;0,9495;-0,1719;2,4289;3;
2017;5806;ENGENHARIA ELÉTRICA;598;UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI;UNIFEI;Universidade;Pública Federal;121105;Educação Presencial;3131703;Itabira;MG;51;51;51;1,0000;0,0017;2,5036;3;
2017;5806;ENGENHARIA ELÉTRICA;599;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;100806;Educação Presencial;2933307;Vitória da Conquista;BA;70;65;61;0,9385;-0,0724;2,4717;3;
2017;5806;ENGENHARIA ELÉTRICA;599;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1161407;Educação Presencial;2924009;Paulo Afonso;BA;33;32;19;0,5938;0,8285;2,8594;3;
2017;5806;ENGENHARIA ELÉTRICA;600;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;18367;Educação Presencial;2111300;São Luís;MA;45;32;18;0,5625;-1,9378;1,6690;2;
2017;5806;ENGENHARIA ELÉTRICA;600;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1188416;Educação Presencial;2105302;Imperatriz;MA;2;2;2;1,0000;9,4044;5,0000;5;
2017;5806;ENGENHARIA ELÉTRICA;602;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;ITA;Faculdade;Pública Federal;14644;Educação Presencial;3549904;São José dos Campos;SP;25;25;18;0,7200;4,1428;4,2856;5;
2017;5806;ENGENHARIA ELÉTRICA;609;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;UNIOESTE;Universidade;Pública Estadual;19395;Educação Presencial;4108304;Foz do Iguaçu;PR;38;35;25;0,7143;0,1015;2,5465;3;
2017;5806;ENGENHARIA ELÉTRICA;621;CENTRO UNIVERSITÁRIO CESMAC;CESMAC;Centro Universitário;Privada sem fins lucrativos;14880;Educação Presencial;2704302;Maceió;AL;44;41;26;0,6341;-0,7217;2,1923;3;
2017;5806;ENGENHARIA ELÉTRICA;633;INSTITUTO MILITAR DE ENGENHARIA;IME;Faculdade;Pública Federal;50619;Educação Presencial;3304557;Rio de Janeiro;RJ;9;9;4;0,4444;20,0471;5,0000;5;
2017;5806;ENGENHARIA ELÉTRICA;633;INSTITUTO MILITAR DE ENGENHARIA;IME;Faculdade;Pública Federal;50620;Educação Presencial;3304557;Rio de Janeiro;RJ;7;7;5;0,7143;3,0343;3,8086;4;
2017;5806;ENGENHARIA ELÉTRICA;633;INSTITUTO MILITAR DE ENGENHARIA;IME;Faculdade;Pública Federal;50622;Educação Presencial;3304557;Rio de Janeiro;RJ;6;6;4;0,6667;18,7038;5,0000;5;
2017;5806;ENGENHARIA ELÉTRICA;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Universidade;Pública Federal;1113665;Educação Presencial;4314407;Pelotas;RS;12;10;10;1,0000;3,8213;4,1472;5;
2017;5806;ENGENHARIA ELÉTRICA;637;FACULDADE DE ENGENHARIA SÃO PAULO;FESP;Faculdade;Privada sem fins lucrativos;15071;Educação Presencial;3550308;São Paulo;SP;44;41;19;0,4634;2,0708;3,3940;4;
2017;5806;ENGENHARIA ELÉTRICA;645;Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul;Católica em Jaraguá;Centro Universitário;Privada sem fins lucrativos;58428;Educação Presencial;4208906;Jaraguá do Sul;SC;38;35;10;0,2857;2,5954;3,6197;4;
2017;5806;ENGENHARIA ELÉTRICA;661;FACULDADE PIO DÉCIMO;FPD;Faculdade;Privada com fins lucrativos;18950;Educação Presencial;2800308;Aracaju;SE;54;48;29;0,6042;0,0159;2,5097;3;
2017;5806;ENGENHARIA ELÉTRICA;664;UNIVERSIDADE VILA VELHA;UVV;Universidade;Privada sem fins lucrativos;1150197;Educação Presencial;3205200;Vila Velha;ES;21;19;14;0,7368;3,8744;4,1701;5;
2017;5806;ENGENHARIA ELÉTRICA;665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Universidade;Pública Municipal;15354;Educação Presencial;3554102;Taubaté;SP;37;33;25;0,7576;-0,1277;2,4479;3;
2017;5806;ENGENHARIA ELÉTRICA;670;UNIVERSIDADE SÃO FRANCISCO;USF;Universidade;Privada sem fins lucrativos;15487;Educação Presencial;3523404;Itatiba;SP;33;32;26;0,8125;-0,4479;2,3101;3;
2017;5806;ENGENHARIA ELÉTRICA;670;UNIVERSIDADE SÃO FRANCISCO;USF;Universidade;Privada sem fins lucrativos;52052;Educação Presencial;3509502;Campinas;SP;29;24;15;0,6250;0,6868;2,7984;3;
2017;5806;ENGENHARIA ELÉTRICA;671;UNIVERSIDADE ANHANGUERA;UNIDERP;Universidade;Privada com fins lucrativos;41712;Educação Presencial;5002704;Campo Grande;MS;22;21;17;0,8095;-1,0220;2,0631;3;
2017;5806;ENGENHARIA ELÉTRICA;672;FACULDADE DE ENGENHARIA DE SOROCABA;FACENS;Faculdade;Privada sem fins lucrativos;15593;Educação Presencial;3552205;Sorocaba;SP;78;75;60;0,8000;0,7982;2,8463;3;
2017;5806;ENGENHARIA ELÉTRICA;682;FACULDADE DO NOROESTE DE MINAS;FINOM;Faculdade;Privada com fins lucrativos;95149;Educação Presencial;3147006;Paracatu;MG;40;40;32;0,8000;0,4725;2,7062;3;
2017;5806;ENGENHARIA ELÉTRICA;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Universidade;Pública Federal;15870;Educação Presencial;5002704;Campo Grande;MS;52;50;47;0,9400;1,1912;3,0154;4;
2017;5806;ENGENHARIA ELÉTRICA;699;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;UNIR;Universidade;Pública Federal;100292;Educação Presencial;1100205;Porto Velho;RO;27;18;12;0,6667;-1,6885;1,7763;2;
2017;5806;ENGENHARIA ELÉTRICA;707;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA;UNICEP;Centro Universitário;Privada com fins lucrativos;21554;Educação Presencial;3548906;São Carlos;SP;25;18;12;0,6667;-1,9476;1,6648;2;
2017;5806;ENGENHARIA ELÉTRICA;718;UNIVERSIDADE POTIGUAR;UNP;Universidade;Privada com fins lucrativos;1204549;Educação Presencial;2408102;Natal;RN;47;43;28;0,6512;-0,0261;2,4916;3;
2017;5806;ENGENHARIA ELÉTRICA;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Universidade;Pública Estadual;1188463;Educação Presencial;5107909;Sinop;MT;28;23;21;0,9130;-1,0059;2,0700;3;
2017;5806;ENGENHARIA ELÉTRICA;736;FACULDADE PITÁGORAS DE LINHARES;;Faculdade;Privada com fins lucrativos;5000020;Educação Presencial;3203205;Linhares;ES;9;9;7;0,7778;0,4409;2,6926;3;
2017;5806;ENGENHARIA ELÉTRICA;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Universidade;Pública Estadual;62824;Educação Presencial;2211001;Teresina;PI;33;29;27;0,9310;-1,8368;1,7125;2;
2017;5806;ENGENHARIA ELÉTRICA;780;UNIVERSIDADE DE CUIABÁ;UNIC/UNIME;Universidade;Privada com fins lucrativos;1116939;Educação Presencial;5103403;Cuiabá;MT;64;41;25;0,6098;0,2429;2,6074;3;
2017;5806;ENGENHARIA ELÉTRICA;789;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;Universidade;Pública Federal;1129168;Educação Presencial;1400100;Boa Vista;RR;5;5;4;0,8000;3,2369;3,8957;4;
2017;5806;ENGENHARIA ELÉTRICA;793;Centro Universitário Estácio de São Paulo;ESTÁCIO SÃO PAULO;Centro Universitário;Privada com fins lucrativos;18212;Educação Presencial;3550308;São Paulo;SP;67;63;23;0,3651;0,2691;2,6187;3;
2017;5806;ENGENHARIA ELÉTRICA;793;Centro Universitário Estácio de São Paulo;ESTÁCIO SÃO PAULO;Centro Universitário;Privada com fins lucrativos;104942;Educação Presencial;3550308;São Paulo;SP;21;19;1;0,0526;;;SC;
2017;5806;ENGENHARIA ELÉTRICA;830;UNIVERSIDADE FEDERAL DO AMAPÁ;UNIFAP;Universidade;Pública Federal;122116;Educação Presencial;1600303;Macapá;AP;54;43;30;0,6977;-0,3181;2,3660;3;
2017;5806;ENGENHARIA ELÉTRICA;878;CENTRO UNIVERSITÁRIO DO LESTE DE MINAS GERAIS;UNILESTEMG;Centro Universitário;Privada sem fins lucrativos;44038;Educação Presencial;3119401;Coronel Fabriciano;MG;108;102;78;0,7647;0,2571;2,6135;3;
2017;5806;ENGENHARIA ELÉTRICA;952;UNIVERSIDADE SANTA CECÍLIA;UNISANTA;Universidade;Privada sem fins lucrativos;21851;Educação Presencial;3548500;Santos;SP;57;54;36;0,6667;0,1755;2,5784;3;
2017;5806;ENGENHARIA ELÉTRICA;952;UNIVERSIDADE SANTA CECÍLIA;UNISANTA;Universidade;Privada sem fins lucrativos;41769;Educação Presencial;3548500;Santos;SP;10;10;5;0,5000;-2,6785;1,3503;2;
2017;5806;ENGENHARIA ELÉTRICA;1032;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;UNISAL;Centro Universitário;Privada sem fins lucrativos;47295;Educação Presencial;3501608;Americana;SP;37;31;23;0,7419;-0,6309;2,2314;3;
2017;5806;ENGENHARIA ELÉTRICA;1032;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;UNISAL;Centro Universitário;Privada sem fins lucrativos;53119;Educação Presencial;3509502;Campinas;SP;24;23;10;0,4348;-0,9318;2,1019;3;
2017;5806;ENGENHARIA ELÉTRICA;1032;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;UNISAL;Centro Universitário;Privada sem fins lucrativos;1154847;Educação Presencial;3527207;Lorena;SP;22;21;13;0,6190;-1,6352;1,7992;2;
2017;5806;ENGENHARIA ELÉTRICA;1032;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;UNISAL;Centro Universitário;Privada sem fins lucrativos;1177093;Educação Presencial;3509502;Campinas;SP;33;33;18;0,5455;-0,8968;2,1170;3;
2017;5806;ENGENHARIA ELÉTRICA;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pública Estadual;11652;Educação Presencial;3134202;Ituiutaba;MG;76;72;54;0,7500;-0,5975;2,2458;3;
2017;5806;ENGENHARIA ELÉTRICA;1038;FACULDADES INTEGRADAS DE TRÊS LAGOAS;AEMS;Faculdade;Privada sem fins lucrativos;1160725;Educação Presencial;5008305;Três Lagoas;MS;82;61;27;0,4426;0,2008;2,5893;3;
2017;5806;ENGENHARIA ELÉTRICA;1042;UNIVERSIDADE POSITIVO;UP;Universidade;Privada com fins lucrativos;20329;Educação Presencial;4106902;Curitiba;PR;29;27;19;0,7037;0,1080;2,5494;3;
2017;5806;ENGENHARIA ELÉTRICA;1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS;UNILAGO;Faculdade;Privada sem fins lucrativos;1160724;Educação Presencial;3549805;São José do Rio Preto;SP;9;8;4;0,5000;-0,9382;2,0991;3;
2017;5806;ENGENHARIA ELÉTRICA;1049;INSTITUTO DE ENSINO SUPERIOR FUCAPI;CESF;Faculdade;Privada sem fins lucrativos;21076;Educação Presencial;1302603;Manaus;AM;59;13;;;;;SC;Conforme Nota Técnica Daes/Inep nº 38/2018
2017;5806;ENGENHARIA ELÉTRICA;1058;Estácio FIB - Centro Universitário Estácio da Bahia;Estácio FIB;Centro Universitário;Privada com fins lucrativos;101466;Educação Presencial;2927408;Salvador;BA;38;35;18;0,5143;-0,8220;2,1491;3;
2017;5806;ENGENHARIA ELÉTRICA;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Centro Universitário;Privada com fins lucrativos;80653;Educação Presencial;5300108;Brasília;DF;13;13;10;0,7692;0,3166;2,6391;3;
2017;5806;ENGENHARIA ELÉTRICA;1077;Centro Universitário Estácio do Recife;;Centro Universitário;Privada com fins lucrativos;1166131;Educação Presencial;2611606;Recife;PE;28;23;14;0,6087;0,7725;2,8353;3;
2017;5806;ENGENHARIA ELÉTRICA;1081;FACULDADE DE ENGENHARIA DE RESENDE;FER;Faculdade;Privada sem fins lucrativos;17942;Educação Presencial;3304201;Resende;RJ;38;37;27;0,7297;-0,0053;2,5006;3;
2017;5806;ENGENHARIA ELÉTRICA;1129;CENTRO UNIVERSITÁRIO DO NORTE PAULISTA;UNORP;Centro Universitário;Privada sem fins lucrativos;121147;Educação Presencial;3549805;São José do Rio Preto;SP;39;36;22;0,6111;-1,7446;1,7522;2;
2017;5806;ENGENHARIA ELÉTRICA;1131;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO;UNIFSA;Centro Universitário;Privada com fins lucrativos;1130234;Educação Presencial;2211001;Teresina;PI;76;76;53;0,6974;-0,8087;2,1549;3;
2017;5806;ENGENHARIA ELÉTRICA;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Centro Universitário;Privada com fins lucrativos;89157;Educação Presencial;3545209;Salto;SP;19;19;12;0,6316;0,5067;2,7209;3;
2017;5806;ENGENHARIA ELÉTRICA;1166;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA;IFPB;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;103481;Educação Presencial;2507507;João Pessoa;PB;43;41;39;0,9512;0,0864;2,5401;3;
2017;5806;ENGENHARIA ELÉTRICA;1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Centro Universitário;Privada com fins lucrativos;120394;Educação Presencial;2927408;Salvador;BA;41;36;23;0,6389;1,2218;3,0286;4;
2017;5806;ENGENHARIA ELÉTRICA;1189;UNIVERSIDADE DO PLANALTO CATARINENSE;UNIPLAC;Universidade;Privada sem fins lucrativos;1160329;Educação Presencial;4209300;Lages;SC;58;52;24;0,4615;-0,8244;2,1481;3;
2017;5806;ENGENHARIA ELÉTRICA;1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Centro Universitário;Privada com fins lucrativos;107116;Educação Presencial;4115200;Maringá;PR;41;36;24;0,6667;1,2243;3,0297;4;
2017;5806;ENGENHARIA ELÉTRICA;1226;INSTITUTO DE ENSINO SUPERIOR DO ACRE;IESACRE;Faculdade;Privada com fins lucrativos;1116501;Educação Presencial;1200401;Rio Branco;AC;24;20;17;0,8500;0,2598;2,6147;3;
2017;5806;ENGENHARIA ELÉTRICA;1244;FACULDADE BRASILEIRA;MULTIVIX VITÓRIA;Faculdade;Privada com fins lucrativos;56546;Educação Presencial;3205309;Vitória;ES;37;33;24;0,7273;0,9971;2,9319;3;
2017;5806;ENGENHARIA ELÉTRICA;1273;Centro Universitário Campo Limpo Paulista;UNIFACCAMP;Centro Universitário;Privada com fins lucrativos;1029280;Educação Presencial;3509601;Campo Limpo Paulista;SP;77;58;19;0,3276;-2,7819;1,3058;2;
2017;5806;ENGENHARIA ELÉTRICA;1281;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA;FAIT;Faculdade;Privada com fins lucrativos;1174355;Educação Presencial;3522406;Itapeva;SP;30;29;17;0,5862;-0,4302;2,3177;3;
2017;5806;ENGENHARIA ELÉTRICA;1308;FACULDADE NOVO MILÊNIO;FNM;Faculdade;Privada com fins lucrativos;47095;Educação Presencial;3205200;Vila Velha;ES;29;27;21;0,7778;1,0295;2,9459;4;
2017;5806;ENGENHARIA ELÉTRICA;1308;FACULDADE NOVO MILÊNIO;FNM;Faculdade;Privada com fins lucrativos;47096;Educação Presencial;3205200;Vila Velha;ES;4;2;1;0,5000;;;SC;
2017;5806;ENGENHARIA ELÉTRICA;1310;FACULDADE DE AMERICANA;FAM;Faculdade;Privada sem fins lucrativos;47596;Educação Presencial;3501608;Americana;SP;77;74;39;0,5270;-0,5763;2,2549;3;
2017;5806;ENGENHARIA ELÉTRICA;1336;CENTRO UNIVERSITÁRIO ASSIS GURGACZ;FAG;Centro Universitário;Privada sem fins lucrativos;1124463;Educação Presencial;4104808;Cascavel;PR;37;35;23;0,6571;0,1056;2,5483;3;
2017;5806;ENGENHARIA ELÉTRICA;1351;CENTRO UNIVERSITÁRIO SOCIESC;;Centro Universitário;Privada sem fins lucrativos;99521;Educação Presencial;4209102;Joinville;SC;46;37;18;0,4865;2,2624;3,4764;4;
2017;5806;ENGENHARIA ELÉTRICA;1379;FACULDADES INTEGRADAS SÃO PEDRO;FAESA;Faculdade;Privada sem fins lucrativos;5000289;Educação Presencial;3205309;Vitória;ES;11;10;7;0,7000;-0,2372;2,4008;3;
2017;5806;ENGENHARIA ELÉTRICA;1396;Centro Universitário Dinâmica das Cataratas;UDC;Centro Universitário;Privada com fins lucrativos;1141615;Educação Presencial;4108304;Foz do Iguaçu;PR;31;29;19;0,6552;-0,5254;2,2768;3;
2017;5806;ENGENHARIA ELÉTRICA;1410;FACULDADE ÁREA I WYDEN;ÁREA 1 WYDEN;Faculdade;Privada com fins lucrativos;36133;Educação Presencial;2927408;Salvador;BA;119;107;48;0,4486;-0,4509;2,3088;3;
2017;5806;ENGENHARIA ELÉTRICA;1412;FACULDADE ANHANGUERA DE JUNDIAÍ;;Faculdade;Privada com fins lucrativos;32798;Educação Presencial;3525904;Jundiaí;SP;33;13;2;0,1538;;;SC;
2017;5806;ENGENHARIA ELÉTRICA;1418;CENTRO UNIVERSITÁRIO TOLEDO;UNITOLEDO;Centro Universitário;Privada com fins lucrativos;1147249;Educação Presencial;3502804;Araçatuba;SP;11;9;8;0,8889;-1,8431;1,7098;2;
2017;5806;ENGENHARIA ELÉTRICA;1422;CENTRO UNIVERSITÁRIO DO NORTE;UNINORTE;Centro Universitário;Privada com fins lucrativos;115045;Educação Presencial;1302603;Manaus;AM;249;150;103;0,6867;-0,1505;2,4381;3;
2017;5806;ENGENHARIA ELÉTRICA;1430;CENTRO UNIVERSITÁRIO INGÁ;;Centro Universitário;Privada sem fins lucrativos;1151025;Educação Presencial;4115200;Maringá;PR;17;15;10;0,6667;-0,5277;2,2758;3;
2017;5806;ENGENHARIA ELÉTRICA;1444;FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA;FIEL;Faculdade;Privada sem fins lucrativos;25893;Educação Presencial;3526902;Limeira;SP;26;23;19;0,8261;0,8858;2,8840;3;
2017;5806;ENGENHARIA ELÉTRICA;1445;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA;CEUN-IMT;Centro Universitário;Privada sem fins lucrativos;32702;Educação Presencial;3548807;São Caetano do Sul;SP;12;12;9;0,7500;-0,7462;2,1818;3;
2017;5806;ENGENHARIA ELÉTRICA;1445;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA;CEUN-IMT;Centro Universitário;Privada sem fins lucrativos;1134610;Educação Presencial;3548807;São Caetano do Sul;SP;20;20;14;0,7000;1,0541;2,9565;4;
2017;5806;ENGENHARIA ELÉTRICA;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;95436;Educação Presencial;3170206;Uberlândia;MG;8;7;4;0,5714;-0,6436;2,2259;3;
2017;5806;ENGENHARIA ELÉTRICA;1493;CENTRO UNIVERSITÁRIO ALVES FARIA;ALFA;Centro Universitário;Privada com fins lucrativos;1059404;Educação Presencial;5208707;Goiânia;GO;11;10;7;0,7000;-1,4261;1,8892;2;
2017;5806;ENGENHARIA ELÉTRICA;1504;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ;UNINASSAU MACEIÓ;Centro Universitário;Privada sem fins lucrativos;1162564;Educação Presencial;2704302;Maceió;AL;18;18;14;0,7778;1,1111;2,9810;4;
2017;5806;ENGENHARIA ELÉTRICA;1519;FACULDADE DE PATO BRANCO;FADEP;Faculdade;Privada com fins lucrativos;1163662;Educação Presencial;4118501;Pato Branco;PR;19;19;12;0,6316;1,9501;3,3420;4;
2017;5806;ENGENHARIA ELÉTRICA;1521;FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM;ESTÁCIO BELÉM;Faculdade;Privada com fins lucrativos;50464;Educação Presencial;1501402;Belém;PA;13;13;9;0,6923;0,5455;2,7376;3;
2017;5806;ENGENHARIA ELÉTRICA;1521;FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM;ESTÁCIO BELÉM;Faculdade;Privada com fins lucrativos;112344;Educação Presencial;1501402;Belém;PA;64;61;45;0,7377;-0,4043;2,3289;3;
2017;5806;ENGENHARIA ELÉTRICA;1557;UNIVERSIDADE FUMEC;FUMEC;Universidade;Privada sem fins lucrativos;1258692;Educação Presencial;3106200;Belo Horizonte;MG;11;3;3;1,0000;5,5576;4,8944;5;
2017;5806;ENGENHARIA ELÉTRICA;1568;FACULDADES DOCTUM DE CARATINGA;DOCTUM;Faculdade;Privada sem fins lucrativos;80062;Educação Presencial;3113404;Caratinga;MG;24;24;21;0,8750;-1,3449;1,9242;2;
2017;5806;ENGENHARIA ELÉTRICA;1569;FACULDADES INTEGRADAS DE ARARAQUARA;FIAR;Faculdade;Privada sem fins lucrativos;53886;Educação Presencial;3503208;Araraquara;SP;31;26;6;0,2308;-4,6139;0,5175;1;
2017;5806;ENGENHARIA ELÉTRICA;1578;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;IFSul;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;103430;Educação Presencial;4314407;Pelotas;RS;31;31;20;0,6452;2,3895;3,5311;4;
2017;5806;ENGENHARIA ELÉTRICA;1598;FACULDADE UNA DE UBERLÂNDIA;UNA;Faculdade;Privada com fins lucrativos;49369;Educação Presencial;3170206;Uberlândia;MG;94;45;25;0,5556;-0,4351;2,3156;3;
2017;5806;ENGENHARIA ELÉTRICA;1632;FACULDADE PITÁGORAS DE LONDRINA;;Faculdade;Privada com fins lucrativos;46206;Educação Presencial;4113700;Londrina;PR;8;8;7;0,8750;2,5217;3,5880;4;
2017;5806;ENGENHARIA ELÉTRICA;1710;FACULDADE ANHANGUERA DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO;;Faculdade;Privada com fins lucrativos;119056;Educação Presencial;5300108;Brasília;DF;154;124;57;0,4597;-0,3582;2,3487;3;
2017;5806;ENGENHARIA ELÉTRICA;1718;FACULDADE NOBRE DE FEIRA DE SANTANA;FAN;Faculdade;Privada com fins lucrativos;5000197;Educação Presencial;2910800;Feira de Santana;BA;15;15;11;0,7333;1,9712;3,3511;4;
2017;5806;ENGENHARIA ELÉTRICA;1727;FACULDADE DE CARIACICA;FAC DE CARIACICA;Faculdade;Privada com fins lucrativos;47902;Educação Presencial;3201308;Cariacica;ES;6;6;6;1,0000;-3,2258;1,1148;2;
