Ano;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Código da Área;Área de Enquadramento;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Concluintes Inscritos;Concluintes Participantes;Concluintes Participantes com nota no Enem;Percentual de Concluintes participantes com nota no Enem;Nota Bruta - IDD;Nota Padronizada - IDD;IDD (Faixa)
2016;4613;FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE;FAEMA;Faculdade ;Privada com fins lucrativos;1168037;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;1100023;ARIQUEMES;RO;15;15;11;0,7333;0,7363;2,7755;3
2016;3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;Centro Universitário;Privada sem fins lucrativos;1168059;5;MEDICINA VETERINÁRIA;Educação Presencial;3148004;PATOS DE MINAS;MG;78;78;57;0,7308;0,3820;2,8843;3
2016;1810;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO;IFSP;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1168209;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;3550605;SÃO ROQUE;SP;33;28;25;0,8929;0,4666;2,6777;3
2016;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1168449;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;4305108;CAXIAS DO SUL;RS;10;9;6;0,6667;1,9500;2,9482;4
2016;3164;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO;IFMT;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1168451;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;5105150;JUÍNA;MT;43;37;32;0,8649;0,3354;2,7460;3
2016;3164;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO;IFMT;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1168453;17;AGRONOMIA;Educação Presencial;5102678;CAMPO VERDE;MT;15;15;14;0,9333;0,3530;3,0695;4
2016;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pessoa Jurídica de Direito Público - Federal;1168551;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;5103403;CUIABÁ;MT;5;4;4;1,0000;1,5834;3,1954;4
2016;1153;UNIVERSIDADE CÂNDIDO MENDES;UCAM;Universidade;Privada sem fins lucrativos;1168553;38;SERVIÇO SOCIAL;Educação Presencial;3304557;RIO DE JANEIRO;RJ;176;149;43;0,2886;-0,3684;2,4722;3
2016;4098;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;IFFarroupilha;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1168609;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;4311205;JÚLIO DE CASTILHOS;RS;38;37;21;0,5676;0,9440;2,9393;3
2016;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1168779;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4321501;TORRES;RS;23;20;6;0,3000;2,3424;3,5435;4
2016;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Pessoa Jurídica de Direito Público - Municipal;1169189;17;AGRONOMIA;Educação Presencial;4210506;MARAVILHA;SC;32;31;16;0,5161;1,2477;3,6100;4
2016;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;1169423;5;MEDICINA VETERINÁRIA;Educação Presencial;3552205;SOROCABA;SP;41;39;25;0,6410;-1,5112;1,4591;2
2016;3513;FACULDADE DE PRESIDENTE VENCESLAU;FAPREV;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1169508;38;SERVIÇO SOCIAL;Educação Presencial;3541505;PRESIDENTE VENCESLAU;SP;35;31;7;0,2258;-3,2895;1,1091;2
2016;1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1170031;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação a Distância;4115200;MARINGÁ;PR;392;338;81;0,2396;0,0382;2,5224;3
2016;1270;CENTRO UNIVERSITÁRIO UNISEB;UNISEB;Centro Universitário;Privada com fins lucrativos;1170114;38;SERVIÇO SOCIAL;Educação a Distância;3543402;RIBEIRÃO PRETO;SP;491;442;202;0,4570;-0,1266;2,5850;3
2016;648;FACULDADES ASSOCIADAS DE UBERABA - FAZU;FAZU;Faculdade ;Privada sem fins lucrativos;1170278;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;3170107;UBERABA;MG;16;15;5;0,3333;-0,7456;2,4027;3
2016;718;UNIVERSIDADE POTIGUAR;UNP;Universidade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1170432;38;SERVIÇO SOCIAL;Educação a Distância;2408102;NATAL;RN;93;67;30;0,4478;0,7737;3,0051;4
2016;398;UNIVERSIDADE TIRADENTES;UNIT;Universidade;Privada com fins lucrativos;1170490;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;2800308;ARACAJU;SE;74;68;33;0,4853;0,3408;2,7242;3
2016;398;UNIVERSIDADE TIRADENTES;UNIT;Universidade;Privada com fins lucrativos;1170798;23;ENFERMAGEM;Educação Presencial;2802106;ESTÂNCIA;SE;67;67;44;0,6567;0,0708;2,5369;3
2016;4530;CENTRO UNIVERSITÁRIO TIRADENTES;FITS;Centro Universitário;Privada com fins lucrativos;1171422;28;NUTRIÇÃO;Educação Presencial;2704302;MACEIÓ;AL;46;41;26;0,6341;0,0556;2,4690;3
2016;1355;FACULDADES INTEGRADAS DE JAHU;FIJ;Faculdade ;Privada sem fins lucrativos;1171586;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3525300;JAÚ;SP;39;39;17;0,4359;1,5303;3,1710;4
2016;17401;Faculdade de Tecnologia CNA;FATECNA;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;1171957;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;5300108;BRASÍLIA;DF;27;26;3;0,1154;;;SC
2016;1559;CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO;UNESC;Centro Universitário;Privada sem fins lucrativos;1171961;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3201506;COLATINA;ES;17;17;12;0,7059;3,1487;4,4450;5
2016;23;UNIVERSIDADE FEEVALE;FEEVALE;Universidade;Privada sem fins lucrativos;1172141;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;4313409;NOVO HAMBURGO;RS;28;28;15;0,5357;0,9691;3,1093;4
2016;17355;Faculdade de Educação em Ciências da Saúde;FECS;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;1172333;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação Presencial;3550308;SÃO PAULO;SP;25;24;9;0,3750;-2,0201;2,0603;3
2016;76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Universidade;Pessoa Jurídica de Direito Público - Municipal;1172591;55;BIOMEDICINA;Educação Presencial;4202404;BLUMENAU;SC;51;49;37;0,7551;0,3366;2,5741;3
2016;383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Universidade;Privada com fins lucrativos;1173137;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;1501402;BELÉM;PA;81;64;40;0,6250;-1,2170;1,7695;2
2016;2160;FACULDADE SANT'ANA;IESSA;Faculdade ;Privada sem fins lucrativos;1174478;27;FONOAUDIOLOGIA;Educação Presencial;4119905;PONTA GROSSA;PR;12;8;4;0,5000;3,6182;3,9976;5
2016;1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS;UNILAGO;Faculdade ;Privada sem fins lucrativos;1174555;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3549805;SÃO JOSÉ DO RIO PRETO;SP;14;13;8;0,6154;-4,1044;0,0000;1
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1174577;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação a Distância;3304557;RIO DE JANEIRO;RJ;61;51;12;0,2353;-2,4091;1,9615;3
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1174691;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação a Distância;3304557;RIO DE JANEIRO;RJ;266;223;77;0,3453;0,0861;2,5398;3
2016;4450;FACULDADE METROPOLITANA DA AMAZÔNIA;FAMAZ;Faculdade ;Privada sem fins lucrativos;1174854;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;1501402;BELÉM;PA;28;28;22;0,7857;-0,9584;2,0298;3
2016;4450;FACULDADE METROPOLITANA DA AMAZÔNIA;FAMAZ;Faculdade ;Privada sem fins lucrativos;1174855;38;SERVIÇO SOCIAL;Educação Presencial;1501402;BELÉM;PA;35;32;27;0,8438;0,6016;2,9248;3
2016;649;CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA;UNIUV;Centro Universitário;Pessoa Jurídica de Direito Público - Municipal;1175049;6;ODONTOLOGIA;Educação Presencial;4128203;UNIÃO DA VITÓRIA;PR;23;23;17;0,7391;1,5946;4,1525;5
2016;1077;Faculdade Estácio do Recife - Estácio FIR;Estácio FIR;Faculdade ;Privada com fins lucrativos;1175619;28;NUTRIÇÃO;Educação Presencial;2611606;RECIFE;PE;36;35;26;0,7429;-0,3669;2,2785;3
2016;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Universidade;Pessoa Jurídica de Direito Público - Federal;1175716;5;MEDICINA VETERINÁRIA;Educação Presencial;4204806;CURITIBANOS;SC;17;17;17;1,0000;2,9018;4,7810;5
2016;4396;CENTRO UNIVERSITÁRIO DE MINEIROS;UNIFIMES;Centro Universitário;Pessoa Jurídica de Direito Público - Municipal;1175735;5;MEDICINA VETERINÁRIA;Educação Presencial;5213103;MINEIROS;GO;31;29;13;0,4483;-3,0609;0,2926;1
2016;1298;Faculdade Estácio de Alagoas - Estácio FAL;ESTÁCIO FAL;Faculdade ;Privada com fins lucrativos;1175943;28;NUTRIÇÃO;Educação Presencial;2704302;MACEIÓ;AL;19;18;12;0,6667;-1,6681;1,6917;2
2016;344;CENTRO UNIVERSITÁRIO UNA;UNA;Centro Universitário;Privada com fins lucrativos;1176269;55;BIOMEDICINA;Educação Presencial;3106200;BELO HORIZONTE;MG;79;78;65;0,8333;-0,1932;2,3097;3
2016;4022;FACULDADE DE TECNOLOGIA DE JUNDIAÍ;FATEC/JD;Faculdade ;Pessoa Jurídica de Direito Público - Estadual;1177371;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;3525904;JUNDIAÍ;SP;53;52;28;0,5385;1,4355;3,0290;4
2016;1292;Centro Universitário de Adamantina;FAI;Centro Universitário;Pessoa Jurídica de Direito Público - Municipal;1177444;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;3500105;ADAMANTINA;SP;10;9;7;0,7778;-1,1783;2,2653;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1177725;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;5208707;GOIÂNIA;GO;14;14;10;0,7143;0,6558;2,7700;3
2016;360;CENTRO UNIVERSITÁRIO PAULISTANO;UNIPAULISTANA;Centro Universitário;Privada sem fins lucrativos;1177767;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação Presencial;3550308;SÃO PAULO;SP;4;4;2;0,5000;2,2854;3,1535;4
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1178022;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3552205;SOROCABA;SP;25;25;11;0,4400;0,7853;2,8294;3
2016;3985;CENTRO UNIVERSITÁRIO SENAC;SENACSP;Centro Universitário;Privada sem fins lucrativos;1178297;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3550308;SÃO PAULO;SP;20;18;9;0,5000;-2,0011;1,8381;2
2016;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1178611;17;AGRONOMIA;Educação Presencial;3170206;UBERLÂNDIA;MG;45;45;26;0,5778;-0,6890;2,4401;3
2016;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1178612;5;MEDICINA VETERINÁRIA;Educação Presencial;3170206;UBERLÂNDIA;MG;18;18;6;0,3333;-0,9982;1,8453;2
2016;576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;Universidade;Pessoa Jurídica de Direito Público - Federal;1178688;28;NUTRIÇÃO;Educação Presencial;3127701;GOVERNADOR VALADARES;MG;3;3;2;0,6667;1,7406;3,2288;4
2016;550;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;Universidade;Pessoa Jurídica de Direito Público - Estadual;1178921;6;ODONTOLOGIA;Educação Presencial;2501005;ARARUNA;PB;48;45;44;0,9778;0,2420;2,7265;3
2016;569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;Universidade;Pessoa Jurídica de Direito Público - Federal;1179151;17;AGRONOMIA;Educação Presencial;1502103;CAMETÁ;PA;28;27;27;1,0000;-1,5651;1,9108;2
2016;2774;Centro Universitário UNIFAFIBE;FAFIBE;Centro Universitário;Privada sem fins lucrativos;1179345;17;AGRONOMIA;Educação Presencial;3506102;BEBEDOURO;SP;30;30;8;0,2667;1,8104;3,9499;5
2016;13982;FACULDADE MAURÍCIO DE NASSAU DE BELÉM;FMN de Belém;Faculdade ;Privada com fins lucrativos;1179359;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;1501402;BELÉM;PA;106;0;0;0,0000;;;SC
2016;3304;FACULDADES INTEGRADAS DE PATOS;FIP;Faculdade ;Privada com fins lucrativos;1179427;38;SERVIÇO SOCIAL;Educação Presencial;2510808;PATOS;PB;48;44;34;0,7727;-1,0811;2,1396;3
2016;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;Universidade;Privada sem fins lucrativos;1179787;19;FARMÁCIA;Educação Presencial;5208707;GOIÂNIA;GO;34;34;29;0,8529;-0,3013;2,2825;3
2016;1783;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FACISA - CELER;Faculdade ;Privada com fins lucrativos;1179870;55;BIOMEDICINA;Educação Presencial;4219705;XAXIM;SC;7;7;5;0,7143;-1,1854;1,8143;2
2016;17284;FACULDADE MAURÍCIO DE NASSAU DE SÃO LUÍS;FMN SÃO LUÍS;Faculdade ;Privada sem fins lucrativos;1180296;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;2111300;SÃO LUÍS;MA;27;26;14;0,5385;-1,8905;1,8691;2
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180604;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;3550308;SÃO PAULO;SP;1;0;0;0,0000;;;SC
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180765;38;SERVIÇO SOCIAL;Educação Presencial;5300108;BRASÍLIA;DF;79;69;45;0,6522;-0,3074;2,5007;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180767;38;SERVIÇO SOCIAL;Educação Presencial;3550308;SÃO PAULO;SP;35;31;13;0,4194;0,8397;3,0359;4
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180785;38;SERVIÇO SOCIAL;Educação Presencial;3543402;RIBEIRÃO PRETO;SP;16;15;10;0,6667;-0,7061;2,3146;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180786;55;BIOMEDICINA;Educação Presencial;3550308;SÃO PAULO;SP;6;6;5;0,8333;5,9635;5,0000;5
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180788;38;SERVIÇO SOCIAL;Educação Presencial;3548500;SANTOS;SP;53;38;20;0,5263;-0,3106;2,4992;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180792;55;BIOMEDICINA;Educação Presencial;3504008;ASSIS;SP;15;15;11;0,7333;-0,4423;2,1853;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180794;38;SERVIÇO SOCIAL;Educação Presencial;3549904;SÃO JOSÉ DOS CAMPOS;SP;44;41;26;0,6341;0,0061;2,6469;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180797;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3550308;SÃO PAULO;SP;15;12;3;0,2500;3,2604;3,3163;4
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1180807;55;BIOMEDICINA;Educação Presencial;3543402;RIBEIRÃO PRETO;SP;33;33;27;0,8182;0,2825;2,5471;3
2016;1807;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;IFCE;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1181116;51;ZOOTECNIA;Educação Presencial;2304103;CRATEÚS;CE;16;15;15;1,0000;-0,9793;2,3995;3
2016;665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Universidade;Pessoa Jurídica de Direito Público - Municipal;1181219;28;NUTRIÇÃO;Educação Presencial;3554102;TAUBATÉ;SP;35;32;19;0,5938;0,2791;2,5698;3
2016;2149;FACULDADE MATO GROSSO DO SUL ;FACSUL;Faculdade ;Privada sem fins lucrativos;1181233;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;5002704;CAMPO GRANDE;MS;9;9;6;0,6667;3,4849;4,0674;5
2016;2908;FACULDADE NATALENSE DE ENSINO E CULTURA ;FANEC;Faculdade ;Privada sem fins lucrativos;1181598;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;2408102;NATAL;RN;27;24;11;0,4583;-0,7648;2,1186;3
2016;1818;FACULDADE PITÁGORAS DE BELO HORIZONTE;FPAS;Faculdade ;Privada com fins lucrativos;1182342;55;BIOMEDICINA;Educação Presencial;3106200;BELO HORIZONTE;MG;5;5;4;0,8000;1,5016;3,1558;4
2016;4901;FACULDADE FASIPE;FASIPE;Faculdade ;Privada com fins lucrativos;1182767;28;NUTRIÇÃO;Educação Presencial;5107909;SINOP;MT;37;31;20;0,6452;-1,0645;1,9639;3
2016;4017;CENTRO UNIVERSITÁRIO PADRE ANCHIETA;UNIANCHIETA;Centro Universitário;Privada com fins lucrativos;1183151;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3525904;JUNDIAÍ;SP;34;33;16;0,4848;0,7720;2,9885;4
2016;409;UNIVERSIDADE DE PERNAMBUCO;UPE;Universidade;Pessoa Jurídica de Direito Público - Estadual;1183612;28;NUTRIÇÃO;Educação Presencial;2611101;PETROLINA;PE;44;44;43;0,9773;-0,0536;2,4198;3
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1183780;27;FONOAUDIOLOGIA;Educação Presencial;3304557;RIO DE JANEIRO;RJ;10;10;6;0,6000;-4,9912;0,0000;1
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1183836;55;BIOMEDICINA;Educação Presencial;3304557;RIO DE JANEIRO;RJ;23;22;13;0,5909;-0,8659;1,9738;3
2016;409;UNIVERSIDADE DE PERNAMBUCO;UPE;Universidade;Pessoa Jurídica de Direito Público - Estadual;1183958;12;MEDICINA;Educação Presencial;2606002;GARANHUNS;PE;35;34;34;1,0000;-1,8066;0,9562;2
2016;1255;FACULDADE BOA VIAGEM;FBV;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1184351;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação Presencial;2611606;RECIFE;PE;18;14;5;0,3571;7,2183;4,4059;5
2016;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Universidade;Pessoa Jurídica de Direito Público - Federal;1184410;17;AGRONOMIA;Educação Presencial;4204806;CURITIBANOS;SC;46;45;12;0,2667;0,1389;2,9402;3
2016;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Universidade;Pessoa Jurídica de Direito Público - Federal;1184817;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;4314407;PELOTAS;RS;54;50;49;0,9800;-0,9444;2,1662;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184872;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3547304;SANTANA DE PARNAÍBA;SP;35;33;20;0,6061;-0,5573;2,1738;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184874;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3552205;SOROCABA;SP;43;37;24;0,6486;-0,1278;2,4370;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184875;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3550308;SÃO PAULO;SP;20;16;8;0,5000;-1,5876;1,5424;2
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184876;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3504008;ASSIS;SP;21;18;18;1,0000;-0,1088;2,4487;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184882;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3550308;SÃO PAULO;SP;37;34;15;0,4412;0,7489;2,9743;4
2016;5312;FACULDADES ATIBAIA;FAAT;Faculdade ;Privada com fins lucrativos;1184893;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;3504107;ATIBAIA;SP;28;24;14;0,5833;0,4765;2,6813;3
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184904;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3509502;CAMPINAS;SP;54;50;31;0,6200;0,0057;2,5188;3
2016;4566;ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE;ESTÁCIO FATERN;Faculdade ;Privada com fins lucrativos;1184980;28;NUTRIÇÃO;Educação Presencial;2408102;NATAL;RN;18;18;12;0,6667;-0,2254;2,3423;3
2016;3615;FACULDADE PERNAMBUCANA DE SAÚDE ;FPS;Faculdade ;Privada sem fins lucrativos;1185044;28;NUTRIÇÃO;Educação Presencial;2611606;RECIFE;PE;8;8;4;0,5000;2,8825;3,7437;4
2016;666;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;Universidade;Pessoa Jurídica de Direito Público - Estadual;1185074;17;AGRONOMIA;Educação Presencial;2910800;FEIRA DE SANTANA;BA;11;11;11;1,0000;1,4179;3,7128;4
2016;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pessoa Jurídica de Direito Público - Estadual;1185158;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3147907;PASSOS;MG;42;38;12;0,3158;-1,9377;1,3279;2
2016;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Centro Universitário;Privada com fins lucrativos;1185276;38;SERVIÇO SOCIAL;Educação Presencial;5300108;BRASÍLIA;DF;20;20;11;0,5500;1,4276;3,3102;4
2016;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Centro Universitário;Privada com fins lucrativos;1185396;23;ENFERMAGEM;Educação Presencial;5300108;BRASÍLIA;DF;11;11;5;0,4545;5,6109;5,0000;5
2016;576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;Universidade;Pessoa Jurídica de Direito Público - Federal;1185503;19;FARMÁCIA;Educação Presencial;3127701;GOVERNADOR VALADARES;MG;5;5;5;1,0000;3,8753;4,0981;5
2016;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;1185526;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4108403;FRANCISCO BELTRÃO;PR;43;41;30;0,7317;-0,4696;2,2539;3
2016;1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1185675;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;5210208;IPORÁ;GO;16;15;11;0,7333;5,4994;4,3860;5
2016;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;1185746;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3304557;RIO DE JANEIRO;RJ;138;121;4;0,0331;;;SC
2016;1225;CENTRO UNIVERSITÁRIO AMPARENSE;UNIFIA;Centro Universitário;Privada com fins lucrativos;1186744;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3501905;AMPARO;SP;16;16;13;0,8125;-0,4415;2,2448;3
2016;663;UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1186821;38;SERVIÇO SOCIAL;Educação a Distância;3304904;SÃO GONÇALO;RJ;38;38;8;0,2105;-4,1657;0,7003;1
2016;1472;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Centro Universitário;Privada com fins lucrativos;1187030;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação a Distância;4207502;INDAIAL;SC;67;55;17;0,3091;-1,3473;2,2311;3
2016;663;UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1187487;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3304904;SÃO GONÇALO;RJ;106;99;9;0,0909;;;SC
2016;319;UNIVERSIDADE CAMILO CASTELO BRANCO;UNICASTELO;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1187551;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3550308;SÃO PAULO;SP;30;29;6;0,2069;-1,0321;2,1103;3
