"Quantidade de alunos ativos em 2016, por curso.",,,
Estão incluídos os alunos que tiveram vínculo em algum momento de um ou dos dois semestres do ano sendo consultado. O vínculo não implica necessariamente ter feito matrícula.,,,
Cód.,EMEC,Curso,Alunos ativos
13312210,13452,PEDAGOGIA (LIC) - N,117
21312110,13410,PEDAGOGIA (LICENCIATURA) - M,181
21312210,13410,PEDAGOGIA (LICENCIATURA) - N,220
12208100,1108087,PSICOLOGIA - D,31
12208200,1108087,PSICOLOGIA - N,322
51109110,99808,QUÍMICA (LIC) - D,100
21109210,1152881,QUÍMICA (LIC) - N,133
51109210,99808,QUÍMICA (LIC) - N,92
19109210,1152881,QUÍMICA (LIC) - N (PARFOR),5
31340100,1117877,SERVIÇO SOCIAL - M,166
71420100,1150096,TECNOLOGIA EM AGROECOLOGIA - D,118
71318200,1135705,TECNOLOGIA EM GESTÃO PÚBLICA - N,148
